Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,0.00,0.9098,0.0907,0.8279,0.5961
1,31,0.11,0.9115,0.0889,0.9056,0.3815
2,32,0.22,0.9112,0.1308,0.9263,0.2690
3,33,0.33,0.9087,0.1682,0.8760,0.5089
4,34,0.44,0.9086,0.1647,0.8882,0.4672
5,35,0.56,0.9155,0.1794,0.8495,0.5335
6,36,0.67,0.9222,0.1773,0.8828,0.5796
7,37,0.78,0.9295,0.1756,0.8815,0.5466
8,38,0.89,0.9352,0.2160,0.9086,0.5001
9,39,1.00,0.9369,0.2434,0.8257,0.5357
