Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,0.00,0.9081,0.0706,0.8035,0.5423
1,31,0.02,0.9103,0.0695,0.8114,0.5421
