Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,0.00,0.9106,0.1088,0.8249,0.3995
1,31,0.00,0.9103,0.1081,0.8324,0.3995
2,32,0.00,0.9107,0.1085,0.8557,0.3868
3,33,0.00,0.9104,0.1139,0.9026,0.1393
4,34,0.00,0.9075,0.1122,0.9148,0.1371
5,35,0.00,0.9062,0.1115,0.9160,0.1717
6,36,0.00,0.9031,0.1168,0.9117,0.1869
7,37,0.00,0.9004,0.1160,0.9105,0.1791
8,38,0.00,0.8976,0.1170,0.7504,0.6168
9,39,0.00,0.8964,0.1348,0.7410,0.8470
10,40,0.00,0.9030,0.1284,0.7211,0.6688
11,41,0.00,0.8996,0.1361,0.7776,0.6426
12,42,0.00,0.9055,0.1430,0.7830,0.5633
13,43,0.00,0.9090,0.1537,0.9101,0.2007
14,44,0.00,0.9056,0.1523,0.7018,0.6697
15,45,0.00,0.9058,0.1490,0.7196,0.6085
16,46,0.00,0.9136,0.1624,0.7162,0.7175
17,47,0.00,0.9123,0.1645,0.7078,0.6745
18,48,0.00,0.9178,0.2007,0.7296,0.6630
19,49,0.00,0.9235,0.1979,0.9212,0.2668
20,50,0.00,0.9230,0.1960,0.7281,0.6545
21,51,0.00,0.9290,0.1896,0.7184,0.6739
22,52,0.00,0.9304,0.1972,0.9253,0.2841
23,53,0.00,0.9265,0.1960,0.6729,0.8313
24,54,0.00,0.9260,0.1945,0.7485,0.6158
25,55,0.00,0.9266,0.1907,0.9303,0.2654
26,56,0.00,0.9229,0.1978,0.6971,0.5760
27,57,0.00,0.9213,0.1960,0.7297,0.8999
28,58,0.00,0.9191,0.1955,0.7847,0.4332
29,59,0.00,0.9194,0.2112,0.9316,0.3167
30,60,0.00,0.9205,0.2144,0.7754,0.7388
31,61,0.00,0.9188,0.2086,0.9202,0.3395
32,62,0.00,0.9165,0.2093,0.9147,0.3654
33,63,0.00,0.9124,0.2090,0.9200,0.3318
34,64,0.00,0.9100,0.2082,0.6449,1.1314
35,65,0.00,0.9112,0.2052,0.6188,1.4434
36,66,0.00,0.9128,0.2013,0.6861,1.0488
37,67,0.00,0.9143,0.2011,0.7631,0.8194
38,68,0.00,0.9163,0.2001,0.8461,0.5233
39,69,0.00,0.9187,0.2031,0.9130,0.3506
40,70,0.00,0.9166,0.2018,0.7896,0.8755
41,71,0.00,0.9147,0.2004,0.6395,1.0189
42,72,0.00,0.9136,0.1989,0.7095,1.1312
43,73,0.00,0.9113,0.1943,0.9262,0.3701
44,74,0.00,0.9090,0.1937,0.9229,0.4033
45,75,0.00,0.9079,0.2042,0.9316,0.3807
46,76,0.00,0.9063,0.2026,0.9254,0.4023
47,77,0.00,0.9065,0.1984,0.9359,0.3864
48,78,0.00,0.9071,0.1999,0.9438,0.3780
49,79,0.00,0.9056,0.1985,0.9288,0.4222
