Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,1.00,0.9073,0.0804,0.7799,0.4823
1,31,1.00,0.9072,0.1418,0.7832,0.4526
2,32,1.00,0.9070,0.1405,0.7548,0.5303
3,33,1.00,0.9071,0.1413,0.7965,0.7300
4,34,1.00,0.9126,0.1582,0.7177,0.5057
5,35,1.00,0.9178,0.2079,0.7424,0.4607
6,36,1.00,0.9246,0.2144,0.8183,0.6083
7,37,1.00,0.9242,0.2159,0.8369,0.5827
8,38,1.00,0.9285,0.2492,0.8370,0.5898
9,39,1.00,0.9287,0.2803,0.8329,0.5984
10,40,1.00,0.9299,0.2994,0.8329,0.5863
11,41,1.00,0.9326,0.3019,0.8536,0.5324
12,42,1.00,0.9382,0.3023,0.8541,0.5235
13,43,1.00,0.9373,0.3151,0.8439,0.5226
14,44,1.00,0.9404,0.3324,0.8747,0.4570
15,45,1.00,0.9399,0.3559,0.8776,0.4403
16,46,1.00,0.9408,0.3516,0.8318,0.4287
17,47,1.00,0.9480,0.3513,0.8392,0.4316
18,48,1.00,0.9471,0.3856,0.8637,0.4197
19,49,1.00,0.9480,0.3899,0.8845,0.3725
20,50,1.00,0.9460,0.3979,0.8897,0.3946
21,51,1.00,0.9466,0.3992,0.8901,0.4081
22,52,1.00,0.9466,0.3916,0.8868,0.4696
23,53,1.00,0.9465,0.3795,0.8915,0.4298
24,54,1.00,0.9461,0.3684,0.8933,0.4695
25,55,1.00,0.9442,0.3822,0.9146,0.5000
26,56,1.00,0.9456,0.3878,0.9302,0.4739
27,57,1.00,0.9462,0.3959,0.9251,0.3594
28,58,1.00,0.9457,0.4253,0.9262,0.4014
29,59,1.00,0.9454,0.4211,0.9299,0.3531
30,60,1.00,0.9433,0.4482,0.9363,0.4646
31,61,1.00,0.9427,0.4591,0.9363,0.4385
32,62,1.00,0.9430,0.4755,0.9253,0.4534
33,63,1.00,0.9416,0.4907,0.9367,0.4604
34,64,1.00,0.9427,0.5048,0.9365,0.4348
35,65,1.00,0.9405,0.5213,0.9319,0.4483
36,66,1.00,0.9401,0.5109,0.9089,0.4812
37,67,1.00,0.9426,0.5195,0.8963,0.5795
38,68,1.00,0.9430,0.5208,0.9233,0.4415
39,69,1.00,0.9445,0.5253,0.9280,0.4616
40,70,1.00,0.9437,0.5285,0.9137,0.4812
41,71,1.00,0.9429,0.5427,0.9167,0.5059
42,72,1.00,0.9412,0.5537,0.9211,0.5039
43,73,1.00,0.9409,0.5631,0.9218,0.5017
44,74,1.00,0.9403,0.5747,0.9196,0.5195
45,75,1.00,0.9397,0.5903,0.9241,0.5227
46,76,1.00,0.9383,0.6075,0.9203,0.5379
47,77,1.00,0.9369,0.6013,0.9211,0.5227
48,78,1.00,0.9377,0.6100,0.9160,0.5110
49,79,1.00,0.9396,0.6098,0.9251,0.5247
