Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,1.00,0.9106,0.1088,0.8249,0.3995
1,31,1.00,0.9172,0.2004,0.8187,0.4179
2,32,1.00,0.9181,0.2274,0.8091,0.4126
3,33,1.00,0.9173,0.2337,0.8410,0.3742
4,34,1.00,0.9160,0.2366,0.9072,0.2720
5,35,1.00,0.9220,0.2569,0.9059,0.2540
6,36,1.00,0.9211,0.2596,0.9320,0.2610
7,37,1.00,0.9181,0.3521,0.8304,0.6285
8,38,1.00,0.9249,0.3890,0.8543,0.6180
9,39,1.00,0.9235,0.3833,0.8529,0.5850
10,40,1.00,0.9237,0.4101,0.8642,0.5604
11,41,1.00,0.9299,0.4009,0.8568,0.5811
12,42,1.00,0.9328,0.4286,0.8451,0.5284
13,43,1.00,0.9320,0.4553,0.9039,0.4998
14,44,1.00,0.9346,0.4549,0.8952,0.5084
15,45,1.00,0.9353,0.4545,0.9140,0.4675
16,46,1.00,0.9373,0.4815,0.9059,0.4904
17,47,1.00,0.9376,0.4893,0.9329,0.5095
18,48,1.00,0.9365,0.4785,0.9253,0.5041
19,49,1.00,0.9362,0.5038,0.9403,0.5066
20,50,1.00,0.9342,0.5025,0.9198,0.5002
21,51,1.00,0.9368,0.5269,0.9240,0.5296
22,52,1.00,0.9351,0.5228,0.9208,0.5904
23,53,1.00,0.9312,0.5545,0.9276,0.5971
24,54,1.00,0.9316,0.5669,0.9312,0.5713
25,55,1.00,0.9326,0.5707,0.9214,0.5380
26,56,1.00,0.9367,0.5714,0.9196,0.5386
27,57,1.00,0.9361,0.5746,0.9276,0.5351
28,58,1.00,0.9359,0.5837,0.9258,0.5380
29,59,1.00,0.9355,0.5948,0.9240,0.5568
30,60,1.00,0.9345,0.6117,0.9263,0.5269
31,61,1.00,0.9346,0.6072,0.9238,0.5039
32,62,1.00,0.9374,0.6003,0.9223,0.5031
33,63,1.00,0.9353,0.6196,0.9175,0.5158
34,64,1.00,0.9350,0.6485,0.9094,0.5306
35,65,1.00,0.9320,0.6473,0.9107,0.5389
36,66,1.00,0.9309,0.6574,0.8990,0.4741
37,67,1.00,0.9324,0.6490,0.8991,0.4916
38,68,1.00,0.9331,0.6704,0.8923,0.5202
39,69,1.00,0.9320,0.6864,0.8925,0.5535
40,70,1.00,0.9323,0.7049,0.8937,0.5575
41,71,1.00,0.9324,0.7059,0.8961,0.5401
42,72,1.00,0.9317,0.7179,0.8908,0.5632
43,73,1.00,0.9319,0.7476,0.8990,0.5829
44,74,1.00,0.9289,0.7603,0.8898,0.5882
45,75,1.00,0.9268,0.7676,0.8928,0.6326
46,76,1.00,0.9275,0.7702,0.8882,0.6459
47,77,1.00,0.9262,0.7777,0.8902,0.6685
48,78,1.00,0.9245,0.7675,0.8906,0.6538
49,79,1.00,0.9224,0.7796,0.8863,0.6860
