Loop,N_Points,Alpha,Entropy_Input,CV_NND_Input,Entropy_SHAP,CV_NND_SHAP
0,30,0.50,0.9066,0.0898,0.7698,0.5155
1,31,0.50,0.9098,0.1035,0.7820,0.5997
2,32,0.50,0.9102,0.1389,0.8343,0.4456
3,33,0.50,0.9120,0.1463,0.8438,0.4072
4,34,0.50,0.9108,0.1441,0.8498,0.4244
5,35,0.50,0.9106,0.2005,0.8636,0.4298
6,36,0.50,0.9170,0.1977,0.8699,0.4230
7,37,0.50,0.9224,0.1948,0.8562,0.4326
8,38,0.50,0.9181,0.1923,0.8945,0.4596
9,39,0.50,0.9137,0.2201,0.8995,0.4124
10,40,0.50,0.9166,0.2654,0.8785,0.4941
11,41,0.50,0.9205,0.2755,0.9100,0.4499
12,42,0.50,0.9204,0.2824,0.9129,0.3471
13,43,0.50,0.9197,0.2828,0.9300,0.3332
14,44,0.50,0.9178,0.3446,0.9105,0.3594
15,45,0.50,0.9178,0.3405,0.9060,0.3594
16,46,0.50,0.9188,0.3364,0.9123,0.3541
17,47,0.50,0.9191,0.3301,0.9121,0.3734
18,48,0.50,0.9208,0.3490,0.9268,0.3510
19,49,0.50,0.9270,0.3742,0.9133,0.3740
20,50,0.50,0.9286,0.3950,0.9235,0.4185
21,51,0.50,0.9281,0.3923,0.9174,0.4115
22,52,0.50,0.9282,0.3894,0.9278,0.4154
23,53,0.50,0.9269,0.3886,0.9188,0.4056
24,54,0.50,0.9246,0.3843,0.9189,0.4008
25,55,0.50,0.9226,0.3890,0.9180,0.3955
26,56,0.50,0.9216,0.4226,0.9160,0.4203
27,57,0.50,0.9192,0.4327,0.9129,0.4219
28,58,0.50,0.9180,0.4262,0.9091,0.4205
29,59,0.50,0.9181,0.4193,0.9109,0.4124
30,60,0.50,0.9158,0.4194,0.9260,0.4046
31,61,0.50,0.9131,0.4164,0.9254,0.3936
32,62,0.50,0.9137,0.4229,0.9257,0.3836
33,63,0.50,0.9127,0.4484,0.9309,0.4214
34,64,0.50,0.9176,0.4733,0.9138,0.4631
35,65,0.50,0.9181,0.4689,0.9290,0.4587
36,66,0.50,0.9167,0.4635,0.9259,0.4541
37,67,0.50,0.9152,0.4568,0.9264,0.4602
38,68,0.50,0.9140,0.4533,0.9281,0.4522
39,69,0.50,0.9114,0.4537,0.9224,0.4556
40,70,0.50,0.9082,0.4495,0.9235,0.4532
41,71,0.50,0.9085,0.4471,0.9224,0.4388
42,72,0.50,0.9103,0.4540,0.9282,0.4336
43,73,0.50,0.9123,0.4710,0.9189,0.4256
44,74,0.50,0.9123,0.4636,0.9226,0.4303
45,75,0.50,0.9123,0.4551,0.9219,0.4302
46,76,0.50,0.9102,0.4492,0.9244,0.4448
47,77,0.50,0.9092,0.4586,0.9316,0.4514
48,78,0.50,0.9081,0.4495,0.9333,0.4499
49,79,0.50,0.9090,0.4487,0.9332,0.4518
