price_to_dispose,scarcity,density,cluster_spread,km_cost,price,symbiose
65.9135387225111,0.4611582081137792,1.5632732529756338e-05,0.24300367955033172,1.9985044775387735,89.25,0.06305661729222
65.9135387225111,0.4611582081137792,1.5632732529756338e-05,0.24300367955033172,1.9985044775387735,100.0,0.0
22.68474399453718,1.2305616649152529,0.0004825179246767264,0.1911083593115777,6.750298264710174,92.3108971609558,0.1416448273166408
187.52047838654516,0.8394322681287923,0.00017760104080369747,0.28993279710550374,5.469772072774651,70.86660654813213,0.3424267211786624
115.06158127248443,0.3782715407695803,0.00020572317618700324,0.0650020856119333,4.080782050943296,49.113124832283106,0.40863163807277825
22.68474399453718,1.2305616649152529,0.0004825179246767264,0.1911083593115777,6.750298264710174,88.45000000000002,0.06162460162427519
115.06158127248443,0.3782715407695803,0.00020572317618700324,0.0650020856119333,4.080782050943296,56.438299130743374,0.4953475571835659
36.04434588845704,0.7406838300162903,0.0003709484388247051,0.19409133351152627,0.6001243085609519,24.61863634342389,1.0
36.04434588845704,0.7406838300162903,0.0003709484388247051,0.19409133351152627,0.6001243085609519,43.534773076277176,0.9930048574249198
165.57582226621926,0.9262330297411325,0.0034117490751022343,0.463943457406209,2.062277023169753,22.813577538895498,0.9900112123641902
165.57582226621926,0.9262330297411325,0.0034117490751022343,0.463943457406209,2.062277023169753,41.429950184103156,0.9998771498771498
130.4856471546952,3.1263832529261646,0.005944268051880219,0.2057409199905793,7.068375284460405,73.60188263794517,0.9721922995033108
130.4856471546952,3.1263832529261646,0.005944268051880219,0.2057409199905793,7.068375284460405,86.43526309633202,0.9400358308266874
169.69614862404322,2.2017185957656737,0.0002650598626339676,0.04125038690939034,0.784370545496665,81.95627470126529,0.9971357000180057
169.69614862404322,2.2017185957656737,0.0002650598626339676,0.04125038690939034,0.784370545496665,54.467479607073656,1.0
84.25884076515709,2.3216094452889955,1.588392781750704e-05,0.2452886640498895,9.569523035583378,100.0,0.0
