Var_0,Var_1,Var_2,Var_3,Var_4,Target
3.0,0.9098228119457055,0.7146224819038565,20.0,2.0,0.00020108363900164225
4.0,0.16373251917442733,0.07475040636587374,19.0,7.0,0.999999437226419
4.0,0.5254596261970463,0.05317711126802835,28.0,2.0,0.9999999404037692
4.0,0.6120717585521543,0.44568446982364135,39.0,4.0,0.9902468997088824
5.0,0.11514220312813156,0.39281026572713096,39.0,5.0,0.9999992764674049
3.0,0.6435623473021468,0.15746341166011718,38.0,9.0,0.9999999752325164
4.0,0.4039707859225167,0.8533387252575318,16.0,3.0,1.5091114515825276e-05
4.0,0.6751881966957515,0.6749822491291915,11.0,7.0,3.551147365516806e-05
2.0,0.595038543355465,0.2659209529665035,20.0,6.0,0.9999939131421755
4.0,0.9983739661577696,0.49876436747672837,31.0,8.0,0.00015001272301261277
3.0,0.8959692548062063,0.8130019148741678,17.0,8.0,7.062243929831004e-07
2.0,0.43837067483016295,0.9238877099305403,22.0,5.0,1.563306106979391e-05
3.0,0.4981663049607234,0.7848401358098387,36.0,8.0,2.279224225560339e-06
2.0,0.9651372118012896,0.607584307050277,33.0,6.0,0.024954024138180025
3.0,0.5421923557673327,0.33817392172740984,14.0,10.0,0.09265951157639185
3.0,0.7335002957178124,0.22324066536579398,29.0,1.0,0.9999993188036724
2.0,0.05338049703124871,0.5896297172356385,32.0,5.0,0.9999983761622863
2.0,0.19451136584297138,0.5157089627815725,24.0,10.0,0.996211094570165
5.0,0.2189990752556855,0.8832322828266779,26.0,9.0,6.757855190759562e-08
5.0,0.3591098299700603,0.3022976356037068,26.0,9.0,0.995879195462331
4.0,0.7508577924750952,0.9666742675215872,32.0,6.0,1.891678270114867e-08
4.0,0.7728394467169015,0.1923389017634008,12.0,3.0,0.9986888225744219
3.0,0.27396327450560076,0.10478449056773773,36.0,5.0,0.9999999999659153
3.0,0.2748902865516883,0.4297240646303683,17.0,1.0,0.999995784809998
5.0,0.8069862988980456,0.563127247242887,25.0,3.0,0.005199041488872188
3.0,0.47108757756215264,0.9521604083792482,35.0,2.0,3.61091853437685e-07
3.0,0.07881927835944552,0.6392799505055055,13.0,7.0,0.3121197704964783
5.0,0.3374533415036261,0.2684528275519545,15.0,4.0,0.9990469204802
4.0,0.8389654560074294,0.014310211449657427,23.0,8.0,0.9999521824434195
4.0,0.019440580948996478,0.7425628173458828,28.0,4.0,0.016852800465417695
2.022839593293629,1.0,1.0,10.279546489089972,1.1238124305158035,4.422168691724085e-09
2.2893353380418064,0.01,1.0,10.408471109666078,9.785962782225916,2.63125276678777e-07
2.3407452225443715,1.0,0.49258077952596774,39.62548423586637,9.897063674362169,0.06783345711794202
